model,risk_target,accuracy,balanced_accuracy,precision_non_timely,recall_non_timely,f1_non_timely,roc_auc_non_timely_risk,average_precision_non_timely_risk
Structured random forest,Non-timely response,0.7884,0.8,0.0518,0.812,0.0974,0.8748,0.1181
